lineage,parent,children
B.1.1.529,B.1.1,CM.2.1
B.1.1,B.1,CM.2.1
B.1,B,CM.2.1
B,,CM.2.1
CM.3,BA.2.3.20,CM.3
BA.2.3.20,BA.2.3,CM.3
BA.2.3,BA.2,CM.3
BA.2,B.1.1.529,CM.3
B.1.1.529,B.1.1,CM.3
B.1.1,B.1,CM.3
B.1,B,CM.3
B,,CM.3
CM.4,BA.2.3.20,CM.4
BA.2.3.20,BA.2.3,CM.4
BA.2.3,BA.2,CM.4
BA.2,B.1.1.529,CM.4
B.1.1.529,B.1.1,CM.4
B.1.1,B.1,CM.4
B.1,B,CM.4
B,,CM.4
CM.4.1,CM.4,CM.4.1
CM.4,BA.2.3.20,CM.4.1
BA.2.3.20,BA.2.3,CM.4.1
BA.2.3,BA.2,CM.4.1
BA.2,B.1.1.529,CM.4.1
B.1.1.529,B.1.1,CM.4.1
B.1.1,B.1,CM.4.1
B.1,B,CM.4.1
B,,CM.4.1
CM.5,BA.2.3.20,CM.5
BA.2.3.20,BA.2.3,CM.5
BA.2.3,BA.2,CM.5
BA.2,B.1.1.529,CM.5
B.1.1.529,B.1.1,CM.5
B.1.1,B.1,CM.5
B.1,B,CM.5
B,,CM.5
CM.5.1,CM.5,CM.5.1
CM.5,BA.2.3.20,CM.5.1
BA.2.3.20,BA.2.3,CM.5.1
BA.2.3,BA.2,CM.5.1
BA.2,B.1.1.529,CM.5.1
B.1.1.529,B.1.1,CM.5.1
B.1.1,B.1,CM.5.1
B.1,B,CM.5.1
B,,CM.5.1
CM.5.2,CM.5,CM.5.2
CM.5,BA.2.3.20,CM.5.2
BA.2.3.20,BA.2.3,CM.5.2
BA.2.3,BA.2,CM.5.2
BA.2,B.1.1.529,CM.5.2
B.1.1.529,B.1.1,CM.5.2
B.1.1,B.1,CM.5.2
B.1,B,CM.5.2
B,,CM.5.2
CM.6,BA.2.3.20,CM.6
BA.2.3.20,BA.2.3,CM.6
BA.2.3,BA.2,CM.6
BA.2,B.1.1.529,CM.6
B.1.1.529,B.1.1,CM.6
B.1.1,B.1,CM.6
B.1,B,CM.6
B,,CM.6
CM.6.1,CM.6,CM.6.1
CM.6,BA.2.3.20,CM.6.1
BA.2.3.20,BA.2.3,CM.6.1
BA.2.3,BA.2,CM.6.1
BA.2,B.1.1.529,CM.6.1
B.1.1.529,B.1.1,CM.6.1
B.1.1,B.1,CM.6.1
B.1,B,CM.6.1
B,,CM.6.1
CM.7,BA.2.3.20,CM.7
BA.2.3.20,BA.2.3,CM.7
BA.2.3,BA.2,CM.7
BA.2,B.1.1.529,CM.7
B.1.1.529,B.1.1,CM.7
B.1.1,B.1,CM.7
B.1,B,CM.7
B,,CM.7
CM.8,BA.2.3.20,CM.8
BA.2.3.20,BA.2.3,CM.8
BA.2.3,BA.2,CM.8
BA.2,B.1.1.529,CM.8
B.1.1.529,B.1.1,CM.8
B.1.1,B.1,CM.8
B.1,B,CM.8
B,,CM.8
CM.8.1,CM.8,CM.8.1
CM.8,BA.2.3.20,CM.8.1
BA.2.3.20,BA.2.3,CM.8.1
BA.2.3,BA.2,CM.8.1
BA.2,B.1.1.529,CM.8.1
B.1.1.529,B.1.1,CM.8.1
B.1.1,B.1,CM.8.1
B.1,B,CM.8.1
B,,CM.8.1
CM.9,BA.2.3.20,CM.9
BA.2.3.20,BA.2.3,CM.9
BA.2.3,BA.2,CM.9
BA.2,B.1.1.529,CM.9
B.1.1.529,B.1.1,CM.9
B.1.1,B.1,CM.9
B.1,B,CM.9
B,,CM.9
BA.2.3.21,BA.2.3,BA.2.3.21
BA.2.3,BA.2,BA.2.3.21
BA.2,B.1.1.529,BA.2.3.21
B.1.1.529,B.1.1,BA.2.3.21
B.1.1,B.1,BA.2.3.21
B.1,B,BA.2.3.21
B,,BA.2.3.21
DD.1,BA.2.3.21,DD.1
BA.2.3.21,BA.2.3,DD.1
BA.2.3,BA.2,DD.1
BA.2,B.1.1.529,DD.1
B.1.1.529,B.1.1,DD.1
B.1.1,B.1,DD.1
B.1,B,DD.1
B,,DD.1
BA.2.4,BA.2,BA.2.4
BA.2,B.1.1.529,BA.2.4
B.1.1.529,B.1.1,BA.2.4
B.1.1,B.1,BA.2.4
B.1,B,BA.2.4
B,,BA.2.4
BA.2.5,BA.2,BA.2.5
BA.2,B.1.1.529,BA.2.5
B.1.1.529,B.1.1,BA.2.5
B.1.1,B.1,BA.2.5
B.1,B,BA.2.5
B,,BA.2.5
BA.2.6,BA.2,BA.2.6
BA.2,B.1.1.529,BA.2.6
B.1.1.529,B.1.1,BA.2.6
B.1.1,B.1,BA.2.6
B.1,B,BA.2.6
B,,BA.2.6
BA.2.7,BA.2,BA.2.7
BA.2,B.1.1.529,BA.2.7
B.1.1.529,B.1.1,BA.2.7
B.1.1,B.1,BA.2.7
B.1,B,BA.2.7
B,,BA.2.7
BA.2.8,BA.2,BA.2.8
BA.2,B.1.1.529,BA.2.8
B.1.1.529,B.1.1,BA.2.8
B.1.1,B.1,BA.2.8
B.1,B,BA.2.8
B,,BA.2.8
BA.2.9,BA.2,BA.2.9
BA.2,B.1.1.529,BA.2.9
B.1.1.529,B.1.1,BA.2.9
B.1.1,B.1,BA.2.9
B.1,B,BA.2.9
B,,BA.2.9
BA.2.9.1,BA.2.9,BA.2.9.1
BA.2.9,BA.2,BA.2.9.1
BA.2,B.1.1.529,BA.2.9.1
B.1.1.529,B.1.1,BA.2.9.1
B.1.1,B.1,BA.2.9.1
B.1,B,BA.2.9.1
B,,BA.2.9.1
BA.2.9.2,BA.2.9,BA.2.9.2
BA.2.9,BA.2,BA.2.9.2
BA.2,B.1.1.529,BA.2.9.2
B.1.1.529,B.1.1,BA.2.9.2
B.1.1,B.1,BA.2.9.2
B.1,B,BA.2.9.2
B,,BA.2.9.2
BA.2.9.3,BA.2.9,BA.2.9.3
BA.2.9,BA.2,BA.2.9.3
BA.2,B.1.1.529,BA.2.9.3
B.1.1.529,B.1.1,BA.2.9.3
B.1.1,B.1,BA.2.9.3
B.1,B,BA.2.9.3
B,,BA.2.9.3
BA.2.9.4,BA.2.9,BA.2.9.4
BA.2.9,BA.2,BA.2.9.4
BA.2,B.1.1.529,BA.2.9.4
B.1.1.529,B.1.1,BA.2.9.4
B.1.1,B.1,BA.2.9.4
B.1,B,BA.2.9.4
B,,BA.2.9.4
BA.2.9.5,BA.2.9,BA.2.9.5
BA.2.9,BA.2,BA.2.9.5
BA.2,B.1.1.529,BA.2.9.5
B.1.1.529,B.1.1,BA.2.9.5
B.1.1,B.1,BA.2.9.5
B.1,B,BA.2.9.5
B,,BA.2.9.5
BA.2.9.6,BA.2.9,BA.2.9.6
BA.2.9,BA.2,BA.2.9.6
BA.2,B.1.1.529,BA.2.9.6
B.1.1.529,B.1.1,BA.2.9.6
B.1.1,B.1,BA.2.9.6
B.1,B,BA.2.9.6
B,,BA.2.9.6
BA.2.9.7,BA.2.9,BA.2.9.7
BA.2.9,BA.2,BA.2.9.7
BA.2,B.1.1.529,BA.2.9.7
B.1.1.529,B.1.1,BA.2.9.7
B.1.1,B.1,BA.2.9.7
B.1,B,BA.2.9.7
B,,BA.2.9.7
BA.2.10,BA.2,BA.2.10
BA.2,B.1.1.529,BA.2.10
B.1.1.529,B.1.1,BA.2.10
B.1.1,B.1,BA.2.10
B.1,B,BA.2.10
B,,BA.2.10
BA.2.10.1,BA.2.10,BA.2.10.1
BA.2.10,BA.2,BA.2.10.1
BA.2,B.1.1.529,BA.2.10.1
B.1.1.529,B.1.1,BA.2.10.1
B.1.1,B.1,BA.2.10.1
B.1,B,BA.2.10.1
B,,BA.2.10.1
BJ.1,BA.2.10.1,BJ.1
BA.2.10.1,BA.2.10,BJ.1
BA.2.10,BA.2,BJ.1
BA.2,B.1.1.529,BJ.1
B.1.1.529,B.1.1,BJ.1
B.1.1,B.1,BJ.1
B.1,B,BJ.1
B,,BJ.1
BA.2.10.2,BA.2.10,BA.2.10.2
BA.2.10,BA.2,BA.2.10.2
BA.2,B.1.1.529,BA.2.10.2
B.1.1.529,B.1.1,BA.2.10.2
B.1.1,B.1,BA.2.10.2
B.1,B,BA.2.10.2
B,,BA.2.10.2
BA.2.10.3,BA.2.10,BA.2.10.3
BA.2.10,BA.2,BA.2.10.3
BA.2,B.1.1.529,BA.2.10.3
B.1.1.529,B.1.1,BA.2.10.3
B.1.1,B.1,BA.2.10.3
B.1,B,BA.2.10.3
B,,BA.2.10.3
BA.2.10.4,BA.2.10,BA.2.10.4
BA.2.10,BA.2,BA.2.10.4
BA.2,B.1.1.529,BA.2.10.4
B.1.1.529,B.1.1,BA.2.10.4
B.1.1,B.1,BA.2.10.4
B.1,B,BA.2.10.4
B,,BA.2.10.4
BA.2.11,BA.2,BA.2.11
BA.2,B.1.1.529,BA.2.11
B.1.1.529,B.1.1,BA.2.11
B.1.1,B.1,BA.2.11
B.1,B,BA.2.11
B,,BA.2.11
BA.2.12,BA.2,BA.2.12
BA.2,B.1.1.529,BA.2.12
B.1.1.529,B.1.1,BA.2.12
B.1.1,B.1,BA.2.12
B.1,B,BA.2.12
B,,BA.2.12
BA.2.12.1,BA.2.12,BA.2.12.1
BA.2.12,BA.2,BA.2.12.1
BA.2,B.1.1.529,BA.2.12.1
B.1.1.529,B.1.1,BA.2.12.1
B.1.1,B.1,BA.2.12.1
B.1,B,BA.2.12.1
B,,BA.2.12.1
BG.1,BA.2.12.1,BG.1
BA.2.12.1,BA.2.12,BG.1
BA.2.12,BA.2,BG.1
BA.2,B.1.1.529,BG.1
B.1.1.529,B.1.1,BG.1
B.1.1,B.1,BG.1
B.1,B,BG.1
B,,BG.1
BG.2,BA.2.12.1,BG.2
BA.2.12.1,BA.2.12,BG.2
BA.2.12,BA.2,BG.2
BA.2,B.1.1.529,BG.2
B.1.1.529,B.1.1,BG.2
B.1.1,B.1,BG.2
B.1,B,BG.2
B,,BG.2
BG.3,BA.2.12.1,BG.3
BA.2.12.1,BA.2.12,BG.3
BA.2.12,BA.2,BG.3
BA.2,B.1.1.529,BG.3
B.1.1.529,B.1.1,BG.3
B.1.1,B.1,BG.3
B.1,B,BG.3
B,,BG.3
BG.4,BA.2.12.1,BG.4
BA.2.12.1,BA.2.12,BG.4
BA.2.12,BA.2,BG.4
BA.2,B.1.1.529,BG.4
B.1.1.529,B.1.1,BG.4
B.1.1,B.1,BG.4
B.1,B,BG.4
B,,BG.4
BG.5,BA.2.12.1,BG.5
BA.2.12.1,BA.2.12,BG.5
BA.2.12,BA.2,BG.5
BA.2,B.1.1.529,BG.5
B.1.1.529,B.1.1,BG.5
B.1.1,B.1,BG.5
B.1,B,BG.5
B,,BG.5
BG.6,BA.2.12.1,BG.6
BA.2.12.1,BA.2.12,BG.6
BA.2.12,BA.2,BG.6
BA.2,B.1.1.529,BG.6
B.1.1.529,B.1.1,BG.6
B.1.1,B.1,BG.6
B.1,B,BG.6
B,,BG.6
BG.7,BA.2.12.1,BG.7
BA.2.12.1,BA.2.12,BG.7
BA.2.12,BA.2,BG.7
BA.2,B.1.1.529,BG.7
B.1.1.529,B.1.1,BG.7
B.1.1,B.1,BG.7
B.1,B,BG.7
B,,BG.7
BA.2.12.2,BA.2.12,BA.2.12.2
BA.2.12,BA.2,BA.2.12.2
BA.2,B.1.1.529,BA.2.12.2
B.1.1.529,B.1.1,BA.2.12.2
B.1.1,B.1,BA.2.12.2
B.1,B,BA.2.12.2
B,,BA.2.12.2
BA.2.13,BA.2,BA.2.13
BA.2,B.1.1.529,BA.2.13
B.1.1.529,B.1.1,BA.2.13
B.1.1,B.1,BA.2.13
B.1,B,BA.2.13
B,,BA.2.13
BA.2.13.1,BA.2.13,BA.2.13.1
BA.2.13,BA.2,BA.2.13.1
BA.2,B.1.1.529,BA.2.13.1
B.1.1.529,B.1.1,BA.2.13.1
B.1.1,B.1,BA.2.13.1
B.1,B,BA.2.13.1
B,,BA.2.13.1
BA.2.14,BA.2,BA.2.14
BA.2,B.1.1.529,BA.2.14
B.1.1.529,B.1.1,BA.2.14
B.1.1,B.1,BA.2.14
B.1,B,BA.2.14
B,,BA.2.14
BA.2.15,BA.2,BA.2.15
BA.2,B.1.1.529,BA.2.15
B.1.1.529,B.1.1,BA.2.15
B.1.1,B.1,BA.2.15
B.1,B,BA.2.15
B,,BA.2.15
BA.2.16,BA.2,BA.2.16
BA.2,B.1.1.529,BA.2.16
B.1.1.529,B.1.1,BA.2.16
B.1.1,B.1,BA.2.16
B.1,B,BA.2.16
B,,BA.2.16
BA.2.17,BA.2,BA.2.17
BA.2,B.1.1.529,BA.2.17
B.1.1.529,B.1.1,BA.2.17
B.1.1,B.1,BA.2.17
B.1,B,BA.2.17
B,,BA.2.17
BA.2.18,BA.2,BA.2.18
BA.2,B.1.1.529,BA.2.18
B.1.1.529,B.1.1,BA.2.18
B.1.1,B.1,BA.2.18
B.1,B,BA.2.18
B,,BA.2.18
BA.2.19,BA.2,BA.2.19
BA.2,B.1.1.529,BA.2.19
B.1.1.529,B.1.1,BA.2.19
B.1.1,B.1,BA.2.19
B.1,B,BA.2.19
B,,BA.2.19
BA.2.20,BA.2,BA.2.20
BA.2,B.1.1.529,BA.2.20
B.1.1.529,B.1.1,BA.2.20
B.1.1,B.1,BA.2.20
B.1,B,BA.2.20
B,,BA.2.20
BA.2.21,BA.2,BA.2.21
BA.2,B.1.1.529,BA.2.21
B.1.1.529,B.1.1,BA.2.21
B.1.1,B.1,BA.2.21
B.1,B,BA.2.21
B,,BA.2.21
BA.2.22,BA.2,BA.2.22
BA.2,B.1.1.529,BA.2.22
B.1.1.529,B.1.1,BA.2.22
B.1.1,B.1,BA.2.22
B.1,B,BA.2.22
B,,BA.2.22
BA.2.23,BA.2,BA.2.23
BA.2,B.1.1.529,BA.2.23
B.1.1.529,B.1.1,BA.2.23
B.1.1,B.1,BA.2.23
B.1,B,BA.2.23
B,,BA.2.23
BA.2.23.1,BA.2.23,BA.2.23.1
BA.2.23,BA.2,BA.2.23.1
BA.2,B.1.1.529,BA.2.23.1
B.1.1.529,B.1.1,BA.2.23.1
B.1.1,B.1,BA.2.23.1
B.1,B,BA.2.23.1
B,,BA.2.23.1
BA.2.24,BA.2,BA.2.24
BA.2,B.1.1.529,BA.2.24
B.1.1.529,B.1.1,BA.2.24
B.1.1,B.1,BA.2.24
B.1,B,BA.2.24
B,,BA.2.24
BA.2.25,BA.2,BA.2.25
BA.2,B.1.1.529,BA.2.25
B.1.1.529,B.1.1,BA.2.25
B.1.1,B.1,BA.2.25
B.1,B,BA.2.25
B,,BA.2.25
BA.2.25.1,BA.2.25,BA.2.25.1
BA.2.25,BA.2,BA.2.25.1
BA.2,B.1.1.529,BA.2.25.1
B.1.1.529,B.1.1,BA.2.25.1
B.1.1,B.1,BA.2.25.1
B.1,B,BA.2.25.1
B,,BA.2.25.1
BA.2.26,BA.2,BA.2.26
BA.2,B.1.1.529,BA.2.26
B.1.1.529,B.1.1,BA.2.26
B.1.1,B.1,BA.2.26
B.1,B,BA.2.26
B,,BA.2.26
BA.2.27,BA.2,BA.2.27
BA.2,B.1.1.529,BA.2.27
B.1.1.529,B.1.1,BA.2.27
B.1.1,B.1,BA.2.27
B.1,B,BA.2.27
B,,BA.2.27
BA.2.28,BA.2,BA.2.28
BA.2,B.1.1.529,BA.2.28
B.1.1.529,B.1.1,BA.2.28
B.1.1,B.1,BA.2.28
B.1,B,BA.2.28
B,,BA.2.28
BA.2.29,BA.2,BA.2.29
BA.2,B.1.1.529,BA.2.29
B.1.1.529,B.1.1,BA.2.29
B.1.1,B.1,BA.2.29
B.1,B,BA.2.29
B,,BA.2.29
BA.2.30,BA.2,BA.2.30
BA.2,B.1.1.529,BA.2.30
B.1.1.529,B.1.1,BA.2.30
B.1.1,B.1,BA.2.30
B.1,B,BA.2.30
B,,BA.2.30
BA.2.31,BA.2,BA.2.31
BA.2,B.1.1.529,BA.2.31
B.1.1.529,B.1.1,BA.2.31
B.1.1,B.1,BA.2.31
B.1,B,BA.2.31
B,,BA.2.31
BA.2.31.1,BA.2.31,BA.2.31.1
BA.2.31,BA.2,BA.2.31.1
BA.2,B.1.1.529,BA.2.31.1
B.1.1.529,B.1.1,BA.2.31.1
B.1.1,B.1,BA.2.31.1
B.1,B,BA.2.31.1
B,,BA.2.31.1
BA.2.32,BA.2,BA.2.32
BA.2,B.1.1.529,BA.2.32
B.1.1.529,B.1.1,BA.2.32
B.1.1,B.1,BA.2.32
B.1,B,BA.2.32
B,,BA.2.32
BA.2.33,BA.2,BA.2.33
BA.2,B.1.1.529,BA.2.33
B.1.1.529,B.1.1,BA.2.33
B.1.1,B.1,BA.2.33
B.1,B,BA.2.33
B,,BA.2.33
BA.2.34,BA.2,BA.2.34
BA.2,B.1.1.529,BA.2.34
B.1.1.529,B.1.1,BA.2.34
B.1.1,B.1,BA.2.34
B.1,B,BA.2.34
B,,BA.2.34
BA.2.35,BA.2,BA.2.35
BA.2,B.1.1.529,BA.2.35
B.1.1.529,B.1.1,BA.2.35
B.1.1,B.1,BA.2.35
B.1,B,BA.2.35
B,,BA.2.35
BA.2.36,BA.2,BA.2.36
BA.2,B.1.1.529,BA.2.36
B.1.1.529,B.1.1,BA.2.36
B.1.1,B.1,BA.2.36
B.1,B,BA.2.36
B,,BA.2.36
BA.2.37,BA.2,BA.2.37
BA.2,B.1.1.529,BA.2.37
B.1.1.529,B.1.1,BA.2.37
B.1.1,B.1,BA.2.37
B.1,B,BA.2.37
B,,BA.2.37
BA.2.38,BA.2,BA.2.38
BA.2,B.1.1.529,BA.2.38
B.1.1.529,B.1.1,BA.2.38
B.1.1,B.1,BA.2.38
B.1,B,BA.2.38
B,,BA.2.38
BA.2.38.1,BA.2.38,BA.2.38.1
BA.2.38,BA.2,BA.2.38.1
BA.2,B.1.1.529,BA.2.38.1
B.1.1.529,B.1.1,BA.2.38.1
B.1.1,B.1,BA.2.38.1
B.1,B,BA.2.38.1
B,,BA.2.38.1
BA.2.38.2,BA.2.38,BA.2.38.2
BA.2.38,BA.2,BA.2.38.2
BA.2,B.1.1.529,BA.2.38.2
B.1.1.529,B.1.1,BA.2.38.2
B.1.1,B.1,BA.2.38.2
B.1,B,BA.2.38.2
B,,BA.2.38.2
BA.2.38.3,BA.2.38,BA.2.38.3
BA.2.38,BA.2,BA.2.38.3
BA.2,B.1.1.529,BA.2.38.3
B.1.1.529,B.1.1,BA.2.38.3
B.1.1,B.1,BA.2.38.3
B.1,B,BA.2.38.3
B,,BA.2.38.3
BA.2.38.4,BA.2.38,BA.2.38.4
BA.2.38,BA.2,BA.2.38.4
BA.2,B.1.1.529,BA.2.38.4
B.1.1.529,B.1.1,BA.2.38.4
B.1.1,B.1,BA.2.38.4
B.1,B,BA.2.38.4
B,,BA.2.38.4
BH.1,BA.2.38.3,BH.1
BA.2.38.3,BA.2.38,BH.1
BA.2.38,BA.2,BH.1
BA.2,B.1.1.529,BH.1
B.1.1.529,B.1.1,BH.1
B.1.1,B.1,BH.1
B.1,B,BH.1
B,,BH.1
BA.2.39,BA.2,BA.2.39
BA.2,B.1.1.529,BA.2.39
B.1.1.529,B.1.1,BA.2.39
B.1.1,B.1,BA.2.39
B.1,B,BA.2.39
B,,BA.2.39
BA.2.40,BA.2,BA.2.40
BA.2,B.1.1.529,BA.2.40
B.1.1.529,B.1.1,BA.2.40
B.1.1,B.1,BA.2.40
B.1,B,BA.2.40
B,,BA.2.40
BA.2.40.1,BA.2.40,BA.2.40.1
BA.2.40,BA.2,BA.2.40.1
BA.2,B.1.1.529,BA.2.40.1
B.1.1.529,B.1.1,BA.2.40.1
B.1.1,B.1,BA.2.40.1
B.1,B,BA.2.40.1
B,,BA.2.40.1
BA.2.41,BA.2,BA.2.41
BA.2,B.1.1.529,BA.2.41
B.1.1.529,B.1.1,BA.2.41
B.1.1,B.1,BA.2.41
B.1,B,BA.2.41
B,,BA.2.41
BA.2.42,BA.2,BA.2.42
BA.2,B.1.1.529,BA.2.42
B.1.1.529,B.1.1,BA.2.42
B.1.1,B.1,BA.2.42
B.1,B,BA.2.42
B,,BA.2.42
BA.2.43,BA.2,BA.2.43
BA.2,B.1.1.529,BA.2.43
B.1.1.529,B.1.1,BA.2.43
B.1.1,B.1,BA.2.43
B.1,B,BA.2.43
B,,BA.2.43
BA.2.44,BA.2,BA.2.44
BA.2,B.1.1.529,BA.2.44
B.1.1.529,B.1.1,BA.2.44
B.1.1,B.1,BA.2.44
B.1,B,BA.2.44
B,,BA.2.44
BA.2.45,BA.2,BA.2.45
BA.2,B.1.1.529,BA.2.45
B.1.1.529,B.1.1,BA.2.45
B.1.1,B.1,BA.2.45
B.1,B,BA.2.45
B,,BA.2.45
BA.2.46,BA.2,BA.2.46
BA.2,B.1.1.529,BA.2.46
B.1.1.529,B.1.1,BA.2.46
B.1.1,B.1,BA.2.46
B.1,B,BA.2.46
B,,BA.2.46
BA.2.47,BA.2,BA.2.47
BA.2,B.1.1.529,BA.2.47
B.1.1.529,B.1.1,BA.2.47
B.1.1,B.1,BA.2.47
B.1,B,BA.2.47
B,,BA.2.47
BA.2.48,BA.2,BA.2.48
BA.2,B.1.1.529,BA.2.48
B.1.1.529,B.1.1,BA.2.48
B.1.1,B.1,BA.2.48
B.1,B,BA.2.48
B,,BA.2.48
BA.2.49,BA.2,BA.2.49
BA.2,B.1.1.529,BA.2.49
B.1.1.529,B.1.1,BA.2.49
B.1.1,B.1,BA.2.49
B.1,B,BA.2.49
B,,BA.2.49
BA.2.50,BA.2,BA.2.50
BA.2,B.1.1.529,BA.2.50
B.1.1.529,B.1.1,BA.2.50
B.1.1,B.1,BA.2.50
B.1,B,BA.2.50
B,,BA.2.50
BA.2.51,BA.2,BA.2.51
BA.2,B.1.1.529,BA.2.51
B.1.1.529,B.1.1,BA.2.51
B.1.1,B.1,BA.2.51
B.1,B,BA.2.51
B,,BA.2.51
BA.2.52,BA.2,BA.2.52
BA.2,B.1.1.529,BA.2.52
B.1.1.529,B.1.1,BA.2.52
B.1.1,B.1,BA.2.52
B.1,B,BA.2.52
B,,BA.2.52
BA.2.53,BA.2,BA.2.53
BA.2,B.1.1.529,BA.2.53
B.1.1.529,B.1.1,BA.2.53
B.1.1,B.1,BA.2.53
B.1,B,BA.2.53
B,,BA.2.53
BA.2.54,BA.2,BA.2.54
BA.2,B.1.1.529,BA.2.54
B.1.1.529,B.1.1,BA.2.54
B.1.1,B.1,BA.2.54
B.1,B,BA.2.54
B,,BA.2.54
BA.2.55,BA.2,BA.2.55
BA.2,B.1.1.529,BA.2.55
B.1.1.529,B.1.1,BA.2.55
B.1.1,B.1,BA.2.55
B.1,B,BA.2.55
B,,BA.2.55
BA.2.56,BA.2,BA.2.56
BA.2,B.1.1.529,BA.2.56
B.1.1.529,B.1.1,BA.2.56
B.1.1,B.1,BA.2.56
B.1,B,BA.2.56
B,,BA.2.56
BA.2.56.1,BA.2.56,BA.2.56.1
BA.2.56,BA.2,BA.2.56.1
BA.2,B.1.1.529,BA.2.56.1
B.1.1.529,B.1.1,BA.2.56.1
B.1.1,B.1,BA.2.56.1
B.1,B,BA.2.56.1
B,,BA.2.56.1
BA.2.57,BA.2,BA.2.57
BA.2,B.1.1.529,BA.2.57
B.1.1.529,B.1.1,BA.2.57
B.1.1,B.1,BA.2.57
B.1,B,BA.2.57
B,,BA.2.57
BA.2.58,BA.2,BA.2.58
BA.2,B.1.1.529,BA.2.58
B.1.1.529,B.1.1,BA.2.58
B.1.1,B.1,BA.2.58
B.1,B,BA.2.58
B,,BA.2.58
BA.2.59,BA.2,BA.2.59
BA.2,B.1.1.529,BA.2.59
B.1.1.529,B.1.1,BA.2.59
B.1.1,B.1,BA.2.59
B.1,B,BA.2.59
B,,BA.2.59
BA.2.60,BA.2,BA.2.60
BA.2,B.1.1.529,BA.2.60
B.1.1.529,B.1.1,BA.2.60
B.1.1,B.1,BA.2.60
B.1,B,BA.2.60
B,,BA.2.60
BA.2.61,BA.2,BA.2.61
BA.2,B.1.1.529,BA.2.61
B.1.1.529,B.1.1,BA.2.61
B.1.1,B.1,BA.2.61
B.1,B,BA.2.61
B,,BA.2.61
BA.2.62,BA.2,BA.2.62
BA.2,B.1.1.529,BA.2.62
B.1.1.529,B.1.1,BA.2.62
B.1.1,B.1,BA.2.62
B.1,B,BA.2.62
B,,BA.2.62
BA.2.63,BA.2,BA.2.63
BA.2,B.1.1.529,BA.2.63
B.1.1.529,B.1.1,BA.2.63
B.1.1,B.1,BA.2.63
B.1,B,BA.2.63
B,,BA.2.63
BA.2.64,BA.2,BA.2.64
BA.2,B.1.1.529,BA.2.64
B.1.1.529,B.1.1,BA.2.64
B.1.1,B.1,BA.2.64
B.1,B,BA.2.64
B,,BA.2.64
BA.2.65,BA.2,BA.2.65
BA.2,B.1.1.529,BA.2.65
B.1.1.529,B.1.1,BA.2.65
B.1.1,B.1,BA.2.65
B.1,B,BA.2.65
B,,BA.2.65
BA.2.66,BA.2,BA.2.66
BA.2,B.1.1.529,BA.2.66
B.1.1.529,B.1.1,BA.2.66
B.1.1,B.1,BA.2.66
B.1,B,BA.2.66
B,,BA.2.66
BA.2.67,BA.2,BA.2.67
BA.2,B.1.1.529,BA.2.67
B.1.1.529,B.1.1,BA.2.67
B.1.1,B.1,BA.2.67
B.1,B,BA.2.67
B,,BA.2.67
BA.2.68,BA.2,BA.2.68
BA.2,B.1.1.529,BA.2.68
B.1.1.529,B.1.1,BA.2.68
B.1.1,B.1,BA.2.68
B.1,B,BA.2.68
B,,BA.2.68
BA.2.69,BA.2,BA.2.69
BA.2,B.1.1.529,BA.2.69
B.1.1.529,B.1.1,BA.2.69
B.1.1,B.1,BA.2.69
B.1,B,BA.2.69
B,,BA.2.69
BA.2.70,BA.2,BA.2.70
BA.2,B.1.1.529,BA.2.70
B.1.1.529,B.1.1,BA.2.70
B.1.1,B.1,BA.2.70
B.1,B,BA.2.70
B,,BA.2.70
BA.2.71,BA.2,BA.2.71
BA.2,B.1.1.529,BA.2.71
B.1.1.529,B.1.1,BA.2.71
B.1.1,B.1,BA.2.71
B.1,B,BA.2.71
B,,BA.2.71
BA.2.72,BA.2,BA.2.72
BA.2,B.1.1.529,BA.2.72
B.1.1.529,B.1.1,BA.2.72
B.1.1,B.1,BA.2.72
B.1,B,BA.2.72
B,,BA.2.72
BA.2.73,BA.2,BA.2.73
BA.2,B.1.1.529,BA.2.73
B.1.1.529,B.1.1,BA.2.73
B.1.1,B.1,BA.2.73
B.1,B,BA.2.73
B,,BA.2.73
BA.2.74,BA.2,BA.2.74
BA.2,B.1.1.529,BA.2.74
B.1.1.529,B.1.1,BA.2.74
B.1.1,B.1,BA.2.74
B.1,B,BA.2.74
B,,BA.2.74
BA.2.75,BA.2,BA.2.75
BA.2,B.1.1.529,BA.2.75
B.1.1.529,B.1.1,BA.2.75
B.1.1,B.1,BA.2.75
B.1,B,BA.2.75
B,,BA.2.75
BA.2.75.1,BA.2.75,BA.2.75.1
BA.2.75,BA.2,BA.2.75.1
BA.2,B.1.1.529,BA.2.75.1
B.1.1.529,B.1.1,BA.2.75.1
B.1.1,B.1,BA.2.75.1
B.1,B,BA.2.75.1
B,,BA.2.75.1
BL.1,BA.2.75.1,BL.1
BA.2.75.1,BA.2.75,BL.1
BA.2.75,BA.2,BL.1
BA.2,B.1.1.529,BL.1
B.1.1.529,B.1.1,BL.1
B.1.1,B.1,BL.1
B.1,B,BL.1
B,,BL.1
BL.1.1,BL.1,BL.1.1
BL.1,BA.2.75.1,BL.1.1
BA.2.75.1,BA.2.75,BL.1.1
BA.2.75,BA.2,BL.1.1
BA.2,B.1.1.529,BL.1.1
B.1.1.529,B.1.1,BL.1.1
B.1.1,B.1,BL.1.1
B.1,B,BL.1.1
B,,BL.1.1
